핸들,댓글 내용
@otium17,너무 신기하네요.. 선크림 이것저것 써보다가 자작xx 무기자차로 정착해서 쓰다가 백탁이 살짝 신경쓰이기도 해서 유이x 무기자차 선크림으로 쓰고 있는데 유분감이 더 올라오는거 같고 더워져서 그런지 모르겠지만  트러블이 올라오더라구요.. 트러블 걱정에 선크림 바르기도 걱정이고.. 유기자차 궁금했는데 유분감 걱정에 못썼지만 이번 델피어 선세럼은 너무 기대가 됩니다! 요즘 제가 피부 관리에 빠져있어서 바쁜 직장인 아침에도 찰떡인 것 같구요!! 열심히 써보고 아내도 장모님도 드려보고 싶어요 :)
@mak-zip,화장품 안바르는 남자이지만 썬크림은 항상 바르고 다니는 사람입니다. 하지만 썬크림이 거의 다 얼굴이 허옇게 떠버리니 항상 고민이었습니다. 여러 제품을 다 사봤지만 만족할만한 제품을 찾지 못했었네요ㅠ 이번 영상보니깐 제가 원하는 장점이 전부 다 있는 것 같아서 바로 구매했습니다!!기대됩니다!!
@Zldnltkwy,투명선크림 완전 신기해여! 백탁현상같은것때문에 여름에 자외선 차단이 반드시 필요한 것을 알지만 화장도 두꺼워지기도 하고 꺼려지는 편이거든요ㅠㅠ 케이스도 완전 예쁘고 촉촉하게 스킨처럼 발린다니 기대가돠요
@jeehyunchoe2169,오케이 일단 믿고 삽니다!
@user-mz1eo8fg4h,선크림만 바르면 피부 트러블 나서 스트레스 받았는데 심톨님 믿고 구매해볼게요 ㅎㅎ
@user-te2qy6rb7j,"듣도 보도 못한 새로운 자외선 차단류네요! 저는 무기자차를 선호하는편인데 나이가 드니 요즘은 건조한것 같아 무기, 유기, 혼합 가리지 않고 이것 저것 써보는중인데 아직 못찾았어요ㅜㅜ 심톨언니라면 믿고 한번 써보고 싶어요"
@Haeyoonie,"언니 진짜 대박이에요!!! 이거 바르자마자 드는 생각은 ""이게 자차라고?"" 와 진짜 자외선 차단이 되는지 의심 될 정도로 답답함 1도없고 촉촉하고 너무너무너무 좋아요
 선세럼 우리 평생가즈아"
@UJooHan,이 언니 또 날 셀레이게 하시넹 당장 구매갈겨
@user-iw8kg2rb4c,수부지 홍조 여드름피부라 백탁 심해도 무기자차 선크림 사용했는데 심톨님 선세럼 설명 들으니까 너무 써보고싶어요!! 다른 스킨케어는 다 바꿔도 썬크림은 자주 안바꾸는데 제 피부도 맞을지 궁금해여ㅎㅎ
@unicornsuu,부모님 선물 드리려고 하는데 클렌징은 이중세안으로 해야하나요? 알려주시면 감사하겠습니다! 좋은 제품 만들어주셔서 감사합니다!!
@itsme0zoo,진짜 아무리 촉촉한 선크림이 나와도 그냥 바르기 싫었는데 제 니즈에 딱 맞는 썬세럼이라뇨..ㅜ 당장 구매했습니다!
@user-ow2pl1ug9w,"언니처럼 개복치 트러블 피부여서 선크림 한번 잘못바르면 바로 피부가 뒤집어져서 항상 새로운 선크림 도전할때마다 성분 체크하고 사도 맞는 것 찾기가 어려웠는데 심톨 선크림이라니 아묻따 4개짜리 바로 구매했어요!! 이제 정말 더워지는데 너무 유용할 것 같아요
 그동안 언니가 얼마나 소신있고 꼼꼼하게 제품 리뷰 해주신줄 알기에 너무너무 기대됩니다!! 첫 제품 런칭 너무너무 축하드려요"
@user-ci8dv1pr8w,악건성으로 살면서 여러 제품들을 써봤지만 정말 제가 원하던 조건들을 다 갖춘 제품이지않을까싶어요..🥹 제가 밖에 나가는건 공부하러 잠깐 이동할때가 전부이지만.. ㅎㅎ 선크림은 항상 필수라고 생각하고 발라주고 있어요 좋은 제품 만들어주셔서 감사합니다~~
@user-io9lm5rn3b,"구매 완료했어요 
저도 끈적이는거 못참는데 이건 보자마자 이렌제품을 만들줄이야 하고 시청 하자마자 주문 했어요 오는 데로 써보고 리뷰올릴께요 
감사합니다   만들어주셔서"
@parkkkkkkz,"힝 4개 구입했는데 500원 동전만큼 발랐는데 시간 좀 지나니까 매트 파운데이션인데도  밀려요..
 촉촉 파운데이션이랑 바르면 너무 끈적이게 마무리되요... 
기존에 쓰던 선크림은 밀리지도않고 끈적이지도 않았는데.... 제가 잘못 바른걸까요... 기초부터 선세럼바르고 파데바르는 것까지 영상 주셔요
 궁합 잘 맞는 파운데이션 을 따로 사야하나봐요... 추천해주세요"
@user-gy6op8qk1r,"선크림은 꼭 발라야 한다고 수없이 듣고 잘 알고 있지만 아무리 가볍고 유분 없다 해도 특유의 찝찝함 때문에 마음 다잡고 며칠 바르다가 안 바르게 되더라고요
어떻게 이런 생각을 하셨는지 감사할 따름입니다 🥹"
@qkrwldnjsl,"선크림 안바를수없어서 쓰긴하지만 단 한번도 만족 한적 없었어요
화장 뜨고 때처럼일어나고 오히려 피부가 더 안좋아 보이고...ㅠㅠㅠ 선심톨님 말처럼 속는셈치고 바로 주문 넣었습니당ㅋㅋㅋ당연히 만족하겠지만요!!! 제발 화장 잘 먹길 바라며
런칭 축하드려요"
@user-nj6zx9xz3x,좋다는선크림 다써보는데용 집에안뜯는새거가4통있지만 요세럼 신뢰를가지고 바로4개셋트주문했어용! 부디 눈시림없길 착붙이길 바래봅니다
@user-on7il9dx7s,"답답한거 너무 싫어서
시중 선세럼 사서 바르고 있는데
투명? 델피어 선세럼 못참구 바로 3개 구매했어요
11:21 언니말대로 남친,동생 나눔하겠습니다 ㅎㅎㅎ"
@-eunzzang,눈시림 없다는 선크림 써봤는데 저한텐 다   시림이 있구 피부에서 약간 찝찝하게 남아 있는 것 같아서 선크림 바르기가 좀 그렇구 아직 정착을 못했거든요 ㅣㅠㅠ근데 금방 흡수되고 눈시림도 없다고 해서 기대가 됩니당🩷🩷
@user-ru2qp6jg2h,"선크림은 진짜 피부 위해서 꾸역꾸역 바르는데 트러블도 자주 올라오고 심하고 수부지 복합성이라 선크림 바르고 메이크업 하면 티존부위 완전 기름범벅 인데 선세럼은 유분이 덜하고 메이크업도 안밀린다니..!
넘 궁금합니당!! 부모님께도 선크림 발라야 한다고 늘 얘기하는데 선세럼 사드리면 그래도 스킨케어 하면서 자주 바르실 것 같아요! 심톨님 추천해주신 기기랑 제품들도 아주 잘쓰고 있어요🫶
 스킨케어 제품 구매할때 무조건 성분부터 보는데 심톨님이 성분도 좋은 원료라고 강추하시니 너무 기대됩니당"
@ny5043,"제가 얼굴에도 아토피가 있어서 기존 선크림들은 맨날 들떴거든요ㅠㅠㅠ(흡수가 안되는 느낌,,?) 근데 심톨님이 만드신 선 세럼!은  세럼제형이라 수분크림처럼 흡수가 잘 될것같아서 너무 기대돼요!!
 약간 선크림계의 혁명이랄까?! 촉촉한 선크림이라니 너무 궁금해서 써보고 싶어졌어용"
@user-wk2vq9wb9o,"그동안 선크림 많이 바르면 파데가 무너지고 ㅠ 조금 바르면 효과 없다고 해서 고민이었는데 이렇게 좋은 제품 만들어주셔서 너무 감사드립니다! 
파데랑 궁합이 너무 궁금해요"
@jhyh0919,"오 안그래도 임신하고 멜라닌이 활성화된다고 해서 선크림도 꼭 발라야겠다고 생각하고 있었는데, 심톨님이 만든다고 하니 기대하고 구매해볼게요! 선크림만 바르면 얼굴에 뾰루지나고 답답해하는 남편도 좋아할거같아요! :)"
@infpsy2,"저도 기존 선크림 좋다는 거 써봐도 특유의 그 느끼한 제형과 냄새 때문에 피부가 답답하게 느껴져서 모공을 막는 느낌이었고 자외선 차단하려다가 피부결 안 좋아지는 느낌이라서 안 바르게 됐어요ㅜㅜ 근데 진짜 제가 바라던 제품을 심톨님이 딱 만들어 주셔서 감동이에요..
️ 바르면 오히려 피부가 좋아질것 같은 세럼인데 자외선까지 차단해준다니 혁명이에요 정말 ㅜㅜ 외출 안 할때 낮에는 집에서도 자외선 노출되는게 싫었는데 집에서 선크림을 바르기에는 피부가 너무 답답해서 못 바르고 있었거든요.. 타 회사 선세럼을 발라봐도 크림과 딱히 다르지 않게 피부가 답답한 느낌이었어요ㅠ 심톨님이 처음부터 브랜딩까지 참여하신만큼 얼마나 애정이 들어간 제품인지 느껴져서 더더 기대돼요"
@user-xi4mi7up1s,오 대박이에요! 저는 건성인데 촉촉하다는 선크림 바르면 오히려 건성인데 번들거리고 그렇다고안촉촉한거바르면 피부가 찢어질거같고 올영랭킹 다사볼정도로 유목민이었는데 너무 기대되네요!!
@leina7487,"선크림 선밀크 선세럼 선미스트 다 사서 써보고 있는데 정착한 선제품이 없었는데… 또 궁금해서 구매했습니다~!
카드값 리셋되는 6월까지 제발 재고가 살아있기를 기도해야겟어요 ㅠㅠ
이번달은 텅장을 넘어서서ㅠㅠㅠ"
@user-uf6xs6mn7e,"미쳤다.. 이건 혁명이에요ㅠㅠㅠ 바로 4개구성 질렀어요
 답답함때문에 무기자차 절대안쓰고 유기자차만 찾는 편이기듀 하고 완전 악건성이라 촉촉하게 사용하기 넘 좋을 것 같아요! 심톨님 말씀듣고 엄마한테도, 남편한테도 하나씩 주려고요.. 진짜 기대됩니다!!! 스케일러 잔디세럼 트리트먼트 등등 심톨님 추천으로 구매했덩 제품들 지금도 꾸준히 애용중인데 제 통장은 늘 거덜나는 중이에요! 그래도 감사해오🥹
️
️"
@user-fj8nj1kz7f,처음 뵙는 분인데 제목부터가 선세럼..? 뭐지 싶어서 들어왔더니 말씀도 잘하시고 자신의 제품에 확신 가지시는 모습이 보기 좋으시네요 기존 선크림은 가벼워도 기초 다한 얼굴에 또 바르니깐 겹겹히 쌓이는 느낌이 싫어가지고 그냥 파운데이션 자외선차단 지수로만 버티자고 선크림 안 발랐었거든요.. ㅠㅠ 근데 선세럼이니깐 부담없이 바르기 너무 좋을거 같아서 기대됩니다 제품들 완판 응원합니다!
@user-us5oy5re8b,"최근 선크림 마켓이 진짜 많은데 주로 톤업, 컬러베이스 느낌이더라구요 그런데 이런 세럼같은 투명 선크림이라니 너무 신선하고 또 좋은 원료를 쓰셨다고 하시니 여드름에도 안전할거 같아 꼭 사용해보고 싶네요!!"
@hi-qe5zs,"와 타이밍 미쳤다요 심톨님,,🩵 원래 쓰던 썬크림이 수분썬크림이라 만족하면서 썼었는데 요즘따라 피지가 폭발했는지 기름이 잘 지고 밀리는 느낌인거에요ㅠ 근데 답답한게 싫으니 대안이없었는데 투명한 수분진정 선세럼이라니요!! 아니 모든 포인트가 딱 니즈에 맞아서 기대를 안할수가 없습니다
 아무리 수분썬크림이라 해도 하얀 썬크림을 몸에 덕지덕지 바르는게 영 내키지않았는데 몸에도 마구발라보고 싶어요 쿨링감도 너무 기대되구ㅠㅠㅠㅠㅠ 가격이 조금 부담이지만 심톨님을 믿고,, 우선은 쟁이러 갑니다🫠"
@amykang4491,"4개세트 구매하고 싶은데 유통기한이 어떻게 될까요?? 썬크림 이미 구매해 놓은게 많아서 4개는 쟁이고 싶은데 유통기한 궁금해요! 그리고 혹시,, 모델싱팩 개발중이신건 언제 니오는지 살짝 스포 가능 할까요?? 
아, 그리고 저는 링크가 안열려서 델피어 심톨 검색해서 구매 사이트 찾아 들어갔어요!"
@user-sususu,이때까지는 선크림만 쓰면 뭐가 올라오는 것 같고 바르고 나면 피부가 너무 답답해져서 밖에 길게 나갈 일 없으면 잘 안발랐었어용! 근데 선크림의 중요성에 대해 요즘 너무 말이 많아 발라야지 하는데 귀찮기도하고 답답한게 싫어서 회피해왔는데 선세럼이라니용!! 바로 달러가서 쟁이고 오겠습니다!!
@godtopwkdal,너무 좋아보여서 일단 4개 지릅니다  ㅠㅠ 써보고 마지막날 또 구매할까하는데 물량없으면 조기 종료 되려나요 ㅠㅠㅠ….
@superdope7782,와 이거 진짜 화장전에 발라도 자극 하나도 없고 순하고 좋아서 4개 사뒀는데 마켓 끝나기전에 또 쟁입니다.. 사용감 좋고 3일 발라도 트러블없는데 와중에 향이 너무 좋아요..
@user-pv8nj8up3r,선세럼도 선제품이니  선세럼만 발라도 선크림 지우듯 오일클렌징 해야할까요??
@Say_HoHoHo,"선크림이 필수라지만 피부가 너무 예민해서...오히려 바르면 뭐 나고 가렵고..답답한 느낌 때문에  선캡으로 두르고 다녔는데 
 심톨님이 만드셨다구요? 바로 최다구성 구매했습니다
 올 해 구매했던 아쉬운 선세럼, 선크림만 8통 인데 ㅋㅋㅋㅋㅋ 델피어!!!!!!빨리 받아보고 싶어요!!!!!"
@user-vb4r,"선크림유목민이라 구천을 떠도는 선크림귀신이였는데 아쿠아선세럼이라니 괜찮아보여요....!!!! 수분부족지성이라 유분기 있는거 쓰면 화장이 무너져서 수분선크림만 최대한 쓰고있는데도...뭔가 건조하거나 끈적하거나 해서 못 쓰게되거나 눈시림, 화이트헤드가 막 돋아나서 안 쓰게되더라고요. 사실 선크림 안쓰는게 화장이 제일 잘 먹기도 해서 피부 생각안하고 그냥 선크림 안쓰기도 했고요...!! 선크림 함 사볼까 생각드네요"
@Qwerty12634,"피부를 보호하려고 선크림을 바르는데,  오히려 트러블이 올라오는 경우가 있어서  산뜻 촉촉한데 화잘먹까지 된다니 기대돼요! 바로 네개 구성 구매했어요"
@wendy_lee95729,저도 심톨님처럼 선크림바르면 피부 뒤집어지거나 끈적거리거나해서 아무거나 잘 못쓰는데요 투명한 선세럼이라니 진짜 신기해요! 정성 가득 들어간 느낌이 낭낭합니다 역시 심톨님 
@user-zb3jq2tp5s,"헐 대박 평소에 젤 타입 선크림은 왜 세상에 없을까 이 생각 진짜 많이 하고 방금 올 여름엔 뭘 쓴담... 하고 들어왔는데 이런 유레카!!! 화장 쫀득하게 잘 먹는 선크림 찾기 진짜 힘든데, 특히 여름에 슥슥 바르기 정말 좋을 것 같아요🥹
 여름템 중 제일 기대돼요!!!"
@user-dr3nv3gw6d,"요즘 제 피부가 엉망이 됬어요ㅠㅠ
근데,생각해보니 선크림 때문인 것 같더라고요ㅠ 그래서 선크림 추천 영상을 정말 많이 볼 정도로 저에게 맞는 선크림을 사고 싶었어요!!
이번 가을에 발리에 갈 거라서 더더욱 그런 것 같네요.때마침 심톨님이 선크림을 만들어 주셨네용
 
저와 텔레파시가 통한 건가요…??ㅋㅋ
심톨님 믿고 당장 구매 해야겠어용 🩵
정말 기대되는 ”델피어 선세럼“ .. 좋으면 좋겠네요!!
뭐 근데… 심톨님이 만드신거니까 안 좋을 확률이 희박하겠죠!!
선크림이 저와 잘 맞다면, 대량구매예정🩷
항상 응원해요 심톨님"
@user-hl9cj4bl8w,엥...?? 투명한 선크림이라니 너무 궁금해요!!! 출시 축하드려요:)
@somiroom,"저는 기존에 순하다는 선크림들도 바르면 피부가 좀 아픈 느낌이더라구요 ㅠㅠ 물론 제 피부 장벽이 무너져서도 있겠지만 유독 선크림 바를때 더 느껴지더라구요.. 그래서 건너뛸 때가 많아요 
 선크림 중요한건 알지만 피부가 아프니 계속 건너뛰게 되더라구요.. 요 세럼선크림은 진짜 순할 것같아서 기대돼요! 그리고 언니가 만든 제품이라 제품력은 의심하지 않게 되네요.. ㅎㅎ 화장과 궁합도 좋다니 꼭 한 번 써보고싶어요!!! "
@user-be3cr6jv3j,평소 메이크업 하기 전에 선크림을 바르면 화장이 두꺼워지는 느낌이 들고 피부에 한겹 더 씌운다는 생각 + 귀찮아서 그냥 파데에도 자외선 차단 기능이 있으니까 ~ 마인드로 선크림을 잘 안바르고 외출했어요 그런데 카밍 선세럼이라니 !! 정말 신기한 조합이네요 거의 스킨케어에서 한 가지 추가로 바르는건 가볍게 느껴지고 느껴지는 것처럼 정말 발림성도 가볍고 흡수도 빠르다고 하니 기대가 되네요 성분 역시 진정이 들어갔다니 .. 그리고 색도 정말 예뻐서 청량 그 잡채예요 !! 그리고 제품 런칭하신거 너무 축하드려요 ㅎㅎ
